seqid	start	end	strand	gene_id	description
Chr2	7423044	7425594	-	Sdiv_ptg000009l_1528-R	Similar to DER2.2: Derlin-2.2 (Arabidopsis thaliana)
Chr2	7428938	7429162	-	Sdiv_ptg000009l_1529-R	Protein of unknown function
Chr2	7430053	7430756	-	Sdiv_ptg000009l_1530-R	Protein of unknown function
Chr2	7433329	7438386	-	Sdiv_ptg000009l_1531-R	Similar to KEA3: K(+) efflux antiporter 3%2C chloroplastic (Arabidopsis thaliana)
Chr2	7451461	7456449	+	Sdiv_ptg000009l_1532-R	Similar to At4g04790: Pentatricopeptide repeat-containing protein At4g04790%2C mitochondrial (Arabidopsis thaliana)
Chr2	7455828	7458192	-	Sdiv_ptg000009l_1533-R	Similar to MED21: Mediator of RNA polymerase II transcription subunit 21 (Arabidopsis thaliana)
Chr2	7458798	7460833	+	Sdiv_ptg000009l_1534-R	Similar to ABCI8: UPF0051 protein ABCI8%2C chloroplastic (Arabidopsis thaliana)
Chr2	7460875	7461488	-	Sdiv_ptg000009l_1535-R	Similar to At4g04750: Sugar transporter ERD6-like 14 (Arabidopsis thaliana)
Chr2	7461781	7465433	-	Sdiv_ptg000009l_1536-R	Similar to At4g04750: Sugar transporter ERD6-like 14 (Arabidopsis thaliana)
Chr2	7469935	7470291	+	Sdiv_ptg000009l_1537-R	Protein of unknown function
Chr2	7473400	7476820	+	Sdiv_ptg000009l_1538-R	Similar to CPK21: Calcium-dependent protein kinase 21 (Arabidopsis thaliana)
Chr2	7483004	7485341	+	Sdiv_ptg000009l_1539-R	Similar to CPK22: Calcium-dependent protein kinase 22 (Arabidopsis thaliana)
Chr2	7486254	7491744	-	Sdiv_ptg000009l_1540-R	Similar to At4g04670: tRNA wybutosine-synthesizing protein 2/3/4 (Arabidopsis thaliana)
Chr2	7494901	7496025	+	Sdiv_ptg000009l_1541-R	Similar to ATPC1: ATP synthase gamma chain 1%2C chloroplastic (Arabidopsis thaliana)
Chr2	7501903	7502127	-	Sdiv_ptg000009l_1542-R	Protein of unknown function
Chr2	7502243	7502536	-	Sdiv_ptg000009l_1543-R	Protein of unknown function
Chr2	7511475	7512857	+	Sdiv_ptg000009l_1544-R	Similar to ATG8A: Autophagy-related protein 8a (Arabidopsis thaliana)
Chr2	7516138	7517855	+	Sdiv_ptg000009l_1545-R	Protein of unknown function
Chr2	7520502	7522237	-	Sdiv_ptg000009l_1546-R	Similar to APR1: 5'-adenylylsulfate reductase 1%2C chloroplastic (Arabidopsis thaliana)
Chr2	7535058	7537050	+	Sdiv_ptg000009l_1547-R	Protein of unknown function
Chr2	7540112	7541573	+	Sdiv_ptg000009l_1548-R	Similar to MPH1: Myb family transcription factor MPH1 (Oryza sativa subsp. japonica)
Chr2	7548808	7551351	-	Sdiv_ptg000009l_1549-R	Similar to CRK39: Putative cysteine-rich receptor-like protein kinase 39 (Arabidopsis thaliana)
Chr2	7553387	7554438	-	Sdiv_ptg000009l_1550-R	Similar to CRK36: Cysteine-rich receptor-like protein kinase 36 (Arabidopsis thaliana)
Chr2	7561519	7563175	+	Sdiv_ptg000009l_1551-R	Similar to PMP22: Peroxisomal membrane protein PMP22 (Arabidopsis thaliana)
Chr2	7563068	7565684	-	Sdiv_ptg000009l_1552-R	Similar to APA3: Aspartic proteinase A3 (Arabidopsis thaliana)
Chr2	7582743	7583657	+	Sdiv_ptg000009l_1553-R	Protein of unknown function
Chr2	7583427	7588693	-	Sdiv_ptg000009l_1554-R	Similar to EMB2369: Leucine--tRNA ligase%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
Chr2	7591859	7592305	+	Sdiv_ptg000009l_1555-R	Protein of unknown function
Chr2	7592945	7597456	-	Sdiv_ptg000009l_1556-R	Similar to OSCA1: Protein OSCA1 (Arabidopsis thaliana)
Chr2	7602978	7604365	+	Sdiv_ptg000009l_1557-R	Similar to RBCX1: Chaperonin-like RBCX protein 1%2C chloroplastic (Arabidopsis thaliana)
Chr2	7604462	7607613	-	Sdiv_ptg000009l_1558-R	Similar to MLYCD: Malonyl-CoA decarboxylase%2C mitochondrial (Homo sapiens)
Chr2	7608431	7610489	-	Sdiv_ptg000009l_1559-R	Similar to EBS: Chromatin remodeling protein EBS (Arabidopsis thaliana)
Chr2	7614104	7615993	-	Sdiv_ptg000009l_1560-R	Similar to PUX4: Plant UBX domain-containing protein 4 (Arabidopsis thaliana)
Chr2	7620595	7624188	-	Sdiv_ptg000009l_1561-R	Similar to AF_1297: Cell division cycle protein 48 homolog AF_1297 (Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16))
Chr2	7627496	7631173	-	Sdiv_ptg000009l_1562-R	Similar to PFP-BETA2: Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2 (Arabidopsis thaliana)
Chr2	7634351	7635923	-	Sdiv_ptg000009l_1563-R	Similar to PAP1: Probable plastid-lipid-associated protein 1%2C chloroplastic (Arabidopsis thaliana)
Chr2	7637678	7639053	-	Sdiv_ptg000009l_1564-R	Similar to DSP4: Probable tyrosine-protein phosphatase DSP4 (Arabidopsis thaliana)
Chr2	7646112	7648137	+	Sdiv_ptg000009l_1565-R	Protein of unknown function
Chr2	7651653	7654728	-	Sdiv_ptg000009l_1566-R	Similar to WDL2: Protein WVD2-like 2 (Arabidopsis thaliana)
Chr2	7658338	7660629	+	Sdiv_ptg000009l_1567-R	Protein of unknown function
Chr2	7670941	7672277	+	Sdiv_ptg000009l_1568-R	Similar to MPC3: Mitochondrial pyruvate carrier 3 (Arabidopsis thaliana)
Chr2	7674900	7675881	+	Sdiv_ptg000009l_1569-R	Similar to AHASS2: Acetolactate synthase small subunit 2%2C chloroplastic (Arabidopsis thaliana)
Chr2	7677345	7678694	+	Sdiv_ptg000009l_1570-R	Similar to MPC2: Mitochondrial pyruvate carrier 2 (Arabidopsis thaliana)
Chr2	7687154	7689430	+	Sdiv_ptg000009l_1571-R	Similar to ORC1A: Origin of replication complex subunit 1A (Arabidopsis thaliana)
Chr2	7694641	7697836	-	Sdiv_ptg000009l_1572-R	Similar to RAP74: Transcription initiation factor IIF subunit alpha (Arabidopsis thaliana)
Chr2	7698065	7699349	-	Sdiv_ptg000009l_1573-R	Similar to snu13: NHP2-like protein 1 (Xenopus tropicalis)
Chr2	7699684	7701997	+	Sdiv_ptg000009l_1574-R	Similar to EMC3: ER membrane protein complex subunit 3 (Pongo abelii)
Chr2	7704341	7705337	+	Sdiv_ptg000009l_1575-R	Protein of unknown function
Chr2	7705454	7709030	-	Sdiv_ptg000009l_1576-R	Similar to UPL5: E3 ubiquitin-protein ligase UPL5 (Arabidopsis thaliana)
Chr2	7723620	7724064	-	Sdiv_ptg000009l_1577-R	Similar to AIR1: Putative lipid-binding protein AIR1 (Arabidopsis thaliana)
Chr2	7724888	7727254	+	Sdiv_ptg000009l_1578-R	Protein of unknown function
Chr2	7757972	7762776	-	Sdiv_ptg000009l_1579-R	Similar to ORP2B: Oxysterol-binding protein-related protein 2B (Arabidopsis thaliana)
Chr2	7772238	7772843	+	Sdiv_ptg000009l_1580-R	Protein of unknown function
Chr2	7781985	7785815	+	Sdiv_ptg000009l_1581-R	Similar to SKU5: Monocopper oxidase-like protein SKU5 (Arabidopsis thaliana)
Chr2	7799883	7802866	+	Sdiv_ptg000009l_1582-R	Similar to HOP3: Hsp70-Hsp90 organizing protein 3 (Arabidopsis thaliana)
Chr2	7804828	7805448	-	Sdiv_ptg000009l_1583-R	Similar to PMEI9: Pectinesterase inhibitor 9 (Arabidopsis thaliana)
Chr2	7812200	7813246	+	Sdiv_ptg000009l_1584-R	Similar to LTPG24: Non-specific lipid transfer protein GPI-anchored 24 (Arabidopsis thaliana)
Chr2	7828844	7830162	+	Sdiv_ptg000009l_1585-R	Protein of unknown function
Chr2	7832392	7834400	+	Sdiv_ptg000009l_1586-R	Similar to CYP75B137: Flavonoid 3'-monooxygenase CYP75B137 (Crocosmia x crocosmiiflora)
Chr2	7838599	7841639	-	Sdiv_ptg000009l_1587-R	Similar to CuAOgamma1: Amine oxidase [copper-containing] gamma 1 (Arabidopsis thaliana)
Chr2	7856658	7859210	-	Sdiv_ptg000009l_1588-R	Similar to spg21: Maspardin (Danio rerio)
Chr2	7874612	7876647	-	Sdiv_ptg000009l_1589-R	Similar to At4g12130: Putative transferase At4g12130%2C mitochondrial (Arabidopsis thaliana)
Chr2	7882051	7887027	+	Sdiv_ptg000009l_1590-R	Similar to SEC1B: Protein transport Sec1b (Arabidopsis thaliana)
Chr2	7888623	7889271	-	Sdiv_ptg000009l_1591-R	Similar to SMO1-1: Methylsterol monooxygenase 1-1 (Arabidopsis thaliana)
Chr2	7906056	7907163	+	Sdiv_ptg000009l_1592-R	Similar to At4g12090: Protein cornichon homolog 5 (Arabidopsis thaliana)
Chr2	7907875	7909959	-	Sdiv_ptg000009l_1593-R	Similar to AHL1: AT-hook motif nuclear-localized protein 1 (Arabidopsis thaliana)
Chr2	7914838	7917637	-	Sdiv_ptg000009l_1594-R	Protein of unknown function
Chr2	7918709	7920371	+	Sdiv_ptg000009l_1595-R	Similar to CLPT2: ATP-dependent Clp protease ATP-binding subunit CLPT2%2C chloroplastic (Arabidopsis thaliana)
Chr2	7921034	7921804	+	Sdiv_ptg000009l_1596-R	Protein of unknown function
Chr2	7941868	7942389	-	Sdiv_ptg000009l_1597-R	Similar to SAP7: Zinc finger A20 and AN1 domain-containing stress-associated protein 7 (Arabidopsis thaliana)
Chr2	7944571	7946506	-	Sdiv_ptg000009l_1598-R	Similar to BASS5: Probable sodium/metabolite cotransporter BASS5%2C chloroplastic (Arabidopsis thaliana)
Chr2	7950027	7951105	-	Sdiv_ptg000009l_1599-R	Similar to WRKY19: Probable WRKY transcription factor 19 (Arabidopsis thaliana)
Chr2	7953190	7957548	+	Sdiv_ptg000009l_1600-R	Similar to DSC1: Disease resistance-like protein DSC1 (Arabidopsis thaliana)
Chr2	7958710	7963151	-	Sdiv_ptg000009l_1601-R	Similar to WRKY19: Probable WRKY transcription factor 19 (Arabidopsis thaliana)
Chr2	7968979	7973073	+	Sdiv_ptg000009l_1602-R	Similar to DSC1: Disease resistance-like protein DSC1 (Arabidopsis thaliana)
Chr2	7973675	7975707	+	Sdiv_ptg000009l_1603-R	Similar to slr0305: TVP38/TMEM64 family membrane protein slr0305 (Synechocystis sp. (strain PCC 6803 / Kazusa))
Chr2	7978541	7982364	+	Sdiv_ptg000009l_1604-R	Similar to TPX2: Protein TPX2 (Arabidopsis thaliana)
Chr2	7987732	7989397	+	Sdiv_ptg000009l_1605-R	Similar to NUDT14: Nudix hydrolase 14%2C chloroplastic (Arabidopsis thaliana)
Chr2	7989429	7991928	-	Sdiv_ptg000009l_1606-R	Similar to CPSF30: 30-kDa cleavage and polyadenylation specificity factor 30 (Arabidopsis thaliana)
Chr2	7994235	7996933	+	Sdiv_ptg000009l_1607-R	Similar to PGRL1B: PGR5-like protein 1B%2C chloroplastic (Arabidopsis thaliana)
Chr2	8000259	8003312	+	Sdiv_ptg000009l_1608-R	Similar to FZR1: Protein FIZZY-RELATED 1 (Arabidopsis thaliana)
Chr2	8004266	8006993	-	Sdiv_ptg000009l_1609-R	Similar to SGR1: Magnesium dechelatase SGR1%2C chloroplastic (Arabidopsis thaliana)
Chr2	8013969	8017245	-	Sdiv_ptg000009l_1610-R	Similar to AGL14: Agamous-like MADS-box protein AGL14 (Arabidopsis thaliana)
Chr2	8023197	8027870	+	Sdiv_ptg000009l_1611-R	Similar to MINDY1: Ubiquitin carboxyl-terminal hydrolase MINDY-1 (Bos taurus)
Chr2	8034218	8038067	+	Sdiv_ptg000009l_1612-R	Similar to PLDGAMMA1: Phospholipase D gamma 1 (Arabidopsis thaliana)
Chr2	8041151	8044670	+	Sdiv_ptg000009l_1613-R	Similar to HMGS: Hydroxymethylglutaryl-CoA synthase (Arabidopsis thaliana)
Chr2	8047947	8050859	-	Sdiv_ptg000009l_1614-R	Similar to At4g11810: SPX domain-containing membrane protein At4g11810 (Arabidopsis thaliana)
Chr2	8056067	8062264	+	Sdiv_ptg000009l_1615-R	Protein of unknown function
Chr2	8061995	8065291	-	Sdiv_ptg000009l_1616-R	Similar to Nup50: Nuclear pore complex protein Nup50 (Mus musculus)
Chr2	8066701	8069048	-	Sdiv_ptg000009l_1617-R	Protein of unknown function
Chr2	8078980	8079174	-	Sdiv_ptg000009l_1618-R	Protein of unknown function
Chr2	8079195	8082590	-	Sdiv_ptg000009l_1619-R	Similar to PUX8: Plant UBX domain-containing protein 8 (Arabidopsis thaliana)
Chr2	8095358	8097601	+	Sdiv_ptg000009l_1620-R	Similar to At4g11680: E3 ubiquitin-protein ligase At4g11680 (Arabidopsis thaliana)
Chr2	8098052	8107307	+	Sdiv_ptg000009l_1621-R	Similar to PATROL1: Protein unc-13 homolog (Arabidopsis thaliana)
Chr2	8106019	8107799	-	Sdiv_ptg000009l_1622-R	Similar to HSFB2B: Heat stress transcription factor B-2b (Arabidopsis thaliana)
Chr2	8111318	8112412	+	Sdiv_ptg000009l_1623-R	Protein of unknown function
Chr2	8111376	8112507	-	Sdiv_ptg000009l_1624-R	Similar to At4g11655: CASP-like protein 4A4 (Arabidopsis thaliana)
Chr2	8125593	8127326	+	Sdiv_ptg000009l_1625-R	Similar to OSM34: Osmotin-like protein OSM34 (Arabidopsis thaliana)
Chr2	8142279	8143336	-	Sdiv_ptg000009l_1626-R	Similar to GPXMC1: Probable phospholipid hydroperoxide glutathione peroxidase (Mesembryanthemum crystallinum)
Chr2	8147544	8150209	-	Sdiv_ptg000009l_1627-R	Similar to FTIP3: FT-interacting protein 3 (Arabidopsis thaliana)
Chr2	8157972	8159903	+	Sdiv_ptg000009l_1628-R	Similar to SR: Serine racemase (Arabidopsis thaliana)
Chr2	8164017	8165147	-	Sdiv_ptg000009l_1629-R	Similar to PYRP2: 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase%2C chloroplastic (Arabidopsis thaliana)
Chr2	8168730	8172379	+	Sdiv_ptg000009l_1630-R	Similar to EBS: Chromatin remodeling protein EBS (Arabidopsis thaliana)
Chr2	8174715	8175684	+	Sdiv_ptg000009l_1631-R	Protein of unknown function
Chr2	8181063	8183615	-	Sdiv_ptg000009l_1632-R	Similar to CRK34: Cysteine-rich receptor-like protein kinase 34 (Arabidopsis thaliana)
Chr2	8195303	8198487	+	Sdiv_ptg000009l_1633-R	Protein of unknown function
Chr2	8198462	8201548	-	Sdiv_ptg000009l_1634-R	Similar to SAMC2: Probable S-adenosylmethionine carrier 2%2C chloroplastic (Arabidopsis thaliana)
Chr2	8209191	8214147	+	Sdiv_ptg000009l_1635-R	Similar to TIF3A1: Eukaryotic translation initiation factor 3 subunit A (Arabidopsis thaliana)
Chr2	8219446	8221403	-	Sdiv_ptg000009l_1636-R	Similar to ARID2: AT-rich interactive domain-containing protein 2 (Arabidopsis thaliana)
Chr2	8223076	8228666	+	Sdiv_ptg000009l_1637-R	Protein of unknown function
Chr2	8229427	8234964	-	Sdiv_ptg000009l_1638-R	Similar to BETAB-AD: Beta-adaptin-like protein B (Arabidopsis thaliana)
Chr2	8237190	8237672	-	Sdiv_ptg000009l_1639-R	Similar to RHA1B: E3 ubiquitin-protein ligase RHA1B (Arabidopsis thaliana)
Chr2	8243630	8246464	-	Sdiv_ptg000009l_1640-R	Protein of unknown function
Chr2	8256836	8259340	-	Sdiv_ptg000009l_1641-R	Similar to MPK5: Mitogen-activated protein kinase 5 (Arabidopsis thaliana)
Chr2	8264014	8265148	+	Sdiv_ptg000009l_1642-R	Similar to RDL4: Probable cysteine protease RDL4 (Arabidopsis thaliana)
Chr2	8271133	8273086	-	Sdiv_ptg000009l_1643-R	Similar to RDL5: Probable cysteine protease RDL5 (Arabidopsis thaliana)
Chr2	8282671	8285949	+	Sdiv_ptg000009l_1644-R	Similar to rplV: 50S ribosomal protein L22 (Sinorhizobium medicae (strain WSM419))
Chr2	8284257	8284698	-	Sdiv_ptg000009l_1645-R	Protein of unknown function
Chr2	8291695	8293072	-	Sdiv_ptg000009l_1646-R	Similar to PER39: Peroxidase 39 (Arabidopsis thaliana)
Chr2	8297360	8299467	-	Sdiv_ptg000009l_1647-R	Similar to ACS6: 1-aminocyclopropane-1-carboxylate synthase 6 (Arabidopsis thaliana)
Chr2	8307918	8313104	-	Sdiv_ptg000009l_1648-R	Similar to Wdr72: WD repeat-containing protein 72 (Mus musculus)
Chr2	8317533	8318726	+	Sdiv_ptg000009l_1649-R	Protein of unknown function
Chr2	8322014	8324645	+	Sdiv_ptg000009l_1650-R	Similar to SGT1B: Protein SGT1 homolog B (Arabidopsis thaliana)
Chr2	8324668	8326672	-	Sdiv_ptg000009l_1651-R	Similar to TOPP6: Serine/threonine-protein phosphatase PP1 isozyme 6 (Arabidopsis thaliana)
Chr2	8331510	8333751	+	Sdiv_ptg000009l_1652-R	Similar to RBOHI: Probable respiratory burst oxidase homolog protein I (Arabidopsis thaliana)
Chr2	8336290	8337989	+	Sdiv_ptg000009l_1653-R	Similar to RTNLB2: Reticulon-like protein B2 (Arabidopsis thaliana)
Chr2	8346204	8350173	-	Sdiv_ptg000009l_1654-R	Similar to POT3: Potassium transporter 3 (Arabidopsis thaliana)
Chr2	8352077	8352379	-	Sdiv_ptg000009l_1655-R	Similar to DIR14: Dirigent protein 14 (Arabidopsis thaliana)
Chr2	8362301	8364194	+	Sdiv_ptg000009l_1656-R	Similar to BAD1: Ankyrin repeat-containing protein BDA1 (Arabidopsis thaliana)
Chr2	8364097	8367926	-	Sdiv_ptg000009l_1657-R	Similar to At4g11175: Translation initiation factor IF-1%2C chloroplastic (Arabidopsis thaliana)
Chr2	8375880	8380119	-	Sdiv_ptg000009l_1658-R	Similar to infB: Translation initiation factor IF-2 (Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1))
Chr2	8381719	8383764	-	Sdiv_ptg000009l_1659-R	Similar to VHA-E1: V-type proton ATPase subunit E1 (Arabidopsis thaliana)
Chr2	8400119	8400901	+	Sdiv_ptg000009l_1660-R	Similar to CRF1: Ethylene-responsive transcription factor CRF1 (Arabidopsis thaliana)
Chr2	8402348	8402683	-	Sdiv_ptg000009l_1661-R	Similar to RDR2: RNA-dependent RNA polymerase 2 (Arabidopsis thaliana)
Chr2	8404818	8405754	-	Sdiv_ptg000009l_1662-R	Similar to RDR2: RNA-dependent RNA polymerase 2 (Arabidopsis thaliana)
Chr2	8405779	8408903	-	Sdiv_ptg000009l_1663-R	Similar to EFTS: Elongation factor Ts%2C mitochondrial (Arabidopsis thaliana)
Chr2	8409025	8411017	+	Sdiv_ptg000009l_1664-R	Protein of unknown function
Chr2	8410529	8411070	-	Sdiv_ptg000009l_1665-R	Similar to SPA2: Protein SPA1-RELATED 2 (Arabidopsis thaliana)
Chr2	8422148	8429302	+	Sdiv_ptg000009l_1666-R	Similar to tfa2: Transcription initiation factor IIE subunit beta (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
Chr2	8429441	8430506	-	Sdiv_ptg000009l_1667-R	Protein of unknown function
Chr2	8433688	8435175	-	Sdiv_ptg000009l_1668-R	Protein of unknown function
Chr2	8436202	8440640	+	Sdiv_ptg000009l_1669-R	Similar to TBL23: Protein trichome birefringence-like 23 (Arabidopsis thaliana)
Chr2	8440975	8442266	-	Sdiv_ptg000009l_1670-R	Similar to WRKY41: Probable WRKY transcription factor 41 (Arabidopsis thaliana)
Chr2	8446642	8448597	+	Sdiv_ptg000009l_1671-R	Similar to At4g11060: Single-stranded DNA-binding protein%2C mitochondrial (Arabidopsis thaliana)
Chr2	8461703	8463936	+	Sdiv_ptg000009l_1672-R	Similar to At4g11050: Endoglucanase 19 (Arabidopsis thaliana)
Chr2	8465064	8467904	-	Sdiv_ptg000009l_1673-R	Similar to At4g11040: Probable protein phosphatase 2C 54 (Arabidopsis thaliana)
Chr2	8479458	8483227	-	Sdiv_ptg000009l_1674-R	Similar to LACS5: Long chain acyl-CoA synthetase 5 (Arabidopsis thaliana)
Chr2	8497872	8499834	+	Sdiv_ptg000009l_1675-R	Similar to NDPK3: Nucleoside diphosphate kinase III%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
Chr2	8518108	8518757	+	Sdiv_ptg000009l_1676-R	Protein of unknown function
Chr2	8525201	8527557	+	Sdiv_ptg000009l_1677-R	Similar to UGE5: UDP-glucose 4-epimerase 5 (Arabidopsis thaliana)
Chr2	8529409	8530906	+	Sdiv_ptg000009l_1678-R	Similar to At4g10955: GDSL esterase/lipase At4g10955 (Arabidopsis thaliana)
Chr2	8531033	8533470	+	Sdiv_ptg000009l_1679-R	Similar to At5g08460: GDSL esterase/lipase At5g08460 (Arabidopsis thaliana)
Chr2	8533685	8541033	+	Sdiv_ptg000009l_1680-R	Similar to At4g10930: Uncharacterized protein At4g10930 (Arabidopsis thaliana)
Chr2	8541100	8543040	+	Sdiv_ptg000009l_1681-R	Similar to SKIP8: F-box protein SKIP8 (Arabidopsis thaliana)
Chr2	8543417	8545211	+	Sdiv_ptg000009l_1682-R	Similar to KELP: RNA polymerase II transcriptional coactivator KELP (Arabidopsis thaliana)
Chr2	8550344	8553197	-	Sdiv_ptg000009l_1683-R	Protein of unknown function
Chr2	8556322	8556843	-	Sdiv_ptg000009l_1684-R	Similar to SWEET7: Bidirectional sugar transporter SWEET7 (Arabidopsis thaliana)
Chr2	8564302	8567420	-	Sdiv_ptg000009l_1685-R	Similar to KLCR1: Protein KINESIN LIGHT CHAIN-RELATED 1 (Arabidopsis thaliana)
Chr2	8570635	8572026	-	Sdiv_ptg000009l_1686-R	Similar to UGT91C1: UDP-glycosyltransferase 91C1 (Arabidopsis thaliana)
Chr2	8572250	8573812	+	Sdiv_ptg000009l_1687-R	Similar to SKIP19: F-box protein SKIP19 (Arabidopsis thaliana)
Chr2	8579294	8580534	+	Sdiv_ptg000009l_1688-R	Similar to DUF8: DUF724 domain-containing protein 8 (Arabidopsis thaliana)
Chr2	8581728	8582579	-	Sdiv_ptg000009l_1689-R	Similar to At3g05675: BTB/POZ domain-containing protein At3g05675 (Arabidopsis thaliana)
Chr2	8583295	8586053	+	Sdiv_ptg000009l_1690-R	Similar to PUX10: Plant UBX domain-containing protein 10 (Arabidopsis thaliana)
Chr2	8590054	8594180	+	Sdiv_ptg000009l_1691-R	Similar to OPT7: Oligopeptide transporter 7 (Arabidopsis thaliana)
Chr2	8595665	8600940	+	Sdiv_ptg000009l_1692-R	Similar to MTA: N6-adenosine-methyltransferase MT-A70-like (Arabidopsis thaliana)
Chr2	8599593	8600675	-	Sdiv_ptg000009l_1693-R	Similar to rhmA: 2-keto-3-deoxy-L-rhamnonate aldolase (Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC))
Chr2	8609157	8609749	+	Sdiv_ptg000009l_1694-R	Protein of unknown function
Chr2	8611529	8616499	+	Sdiv_ptg000009l_1695-R	Similar to fray2: Serine/threonine-protein kinase fray2 (Dictyostelium discoideum)
Chr2	8626247	8629513	+	Sdiv_ptg000009l_1696-R	Similar to SPT16: FACT complex subunit SPT16 (Arabidopsis thaliana)
Chr2	8629988	8633553	-	Sdiv_ptg000009l_1697-R	Similar to BDG3: Probable lysophospholipase BODYGUARD 3 (Arabidopsis thaliana)
Chr2	8655595	8655924	+	Sdiv_ptg000009l_1698-R	Similar to MIMI_L728: Uncharacterized protein L728 (Acanthamoeba polyphaga mimivirus)
Chr2	8657559	8660593	+	Sdiv_ptg000009l_1699-R	Similar to DGP2: DAR GTPase 2%2C mitochondrial (Arabidopsis thaliana)
Chr2	8660928	8662717	-	Sdiv_ptg000009l_1700-R	Similar to IQD16: Protein IQ-DOMAIN 16 (Arabidopsis thaliana)
Chr2	8672982	8676077	-	Sdiv_ptg000009l_1701-R	Similar to BPG2: GTP-binding protein BRASSINAZOLE INSENSITIVE PALE GREEN 2%2C chloroplastic (Arabidopsis thaliana)
Chr2	8677686	8680730	-	Sdiv_ptg000009l_1702-R	Similar to CID12: Polyadenylate-binding protein-interacting protein 12 (Arabidopsis thaliana)
Chr2	8697912	8702952	+	Sdiv_ptg000009l_1703-R	Similar to UBP10: Ubiquitin carboxyl-terminal hydrolase 10 (Arabidopsis thaliana)
Chr2	8728633	8732523	+	Sdiv_ptg000009l_1704-R	Similar to SBT3.8: Subtilisin-like protease SBT3.8 (Arabidopsis thaliana)
Chr2	8753370	8753770	+	Sdiv_ptg000009l_1705-R	Protein of unknown function
Chr2	8755731	8756842	-	Sdiv_ptg000009l_1706-R	Similar to DDB_G0268948: Putative methyltransferase DDB_G0268948 (Dictyostelium discoideum)
Chr2	8759661	8760977	-	Sdiv_ptg000009l_1707-R	Similar to SBT3.7: Subtilisin-like protease SBT3.7 (Arabidopsis thaliana)
Chr2	8776208	8778036	-	Sdiv_ptg000009l_1708-R	Similar to DLO1: Protein DMR6-LIKE OXYGENASE 1 (Arabidopsis thaliana)
Chr2	8781137	8781458	-	Sdiv_ptg000009l_1709-R	Similar to DLO1: Protein DMR6-LIKE OXYGENASE 1 (Arabidopsis thaliana)
Chr2	8798734	8800215	+	Sdiv_ptg000009l_1710-R	Similar to At4g10480: Nascent polypeptide-associated complex subunit alpha-like protein 4 (Arabidopsis thaliana)
Chr2	8800223	8802479	-	Sdiv_ptg000009l_1711-R	Protein of unknown function
Chr2	8805761	8806487	-	Sdiv_ptg000009l_1712-R	Similar to HIPP44: Heavy metal-associated isoprenylated plant protein 44 (Arabidopsis thaliana)
Chr2	8814842	8816457	+	Sdiv_ptg000009l_1713-R	Similar to RPL9D: 60S ribosomal protein L9-2 (Arabidopsis thaliana)
